peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
108.57,1.66,M,67,0,3,3,11,11,0,N,0,0,0
57.67,1.79,V,39,150,7,0,11,0,1,N,1,3,2
83.67,1.67,M,58,10,0,7,8,2,0,N,2,3,4
53.87,1.73,V,37,110,0,0,3,3,5,N,1,2,2
101.51,1.77,V,23,0,1,2,0,0,0,N,0,1,0
47.24,1.62,M,53,110,0,0,23,4,0,N,3,4,4
84.24,1.62,M,29,0,6,2,1,3,0,N,1,1,1
97.34,1.56,M,61,0,2,0,6,6,0,N,1,0,0
83.22,1.66,M,37,0,0,1,9,7,0,N,2,2,0
77.5,1.61,M,30,0,15,0,0,0,0,N,1,2,1
55.76,1.76,V,32,50,0,3,0,0,0,N,3,4,4
51.41,1.69,M,33,0,4,0,28,18,0,N,1,1,1
49.6,1.66,M,43,40,0,1,11,0,0,N,1,2,4
49,1.65,M,72,100,0,8,6,6,0,N,1,2,2
84.15,1.5,M,51,0,4,0,0,2,3,N,3,4,4
89.3,1.65,M,45,0,11,4,0,10,2,N,0,1,1
76.37,1.62,M,64,10,7,0,4,9,0,N,2,4,4
55.21,1.57,M,22,10,0,2,0,2,0,N,0,3,3
59.65,1.71,M,28,0,0,0,22,8,0,N,0,1,0
58.97,1.81,V,51,110,1,0,10,6,0,N,0,2,0
89.17,1.61,M,67,0,0,0,20,10,0,N,1,0,0
49,1.65,M,42,80,0,0,0,0,1,N,1,0,0
55.76,1.76,V,76,120,0,0,0,0,4,N,1,2,0
112.9,1.68,M,64,0,4,1,0,8,0,N,1,1,1
44.94,1.58,M,54,70,0,3,9,10,0,N,0,1,2
104.39,1.71,M,49,0,1,3,0,0,0,N,2,4,4
98.12,1.83,V,28,0,7,2,0,4,0,S,1,2,3
92.11,1.71,V,46,0,18,0,0,3,0,N,1,3,2
59.62,1.82,V,30,20,2,0,3,0,0,N,1,3,3
107.58,1.64,M,47,0,0,1,0,0,0,N,0,0,0
115.46,1.75,M,57,0,7,4,0,0,0,N,1,4,4
81.66,1.6,M,33,0,0,1,0,0,0,N,2,3,4
104.27,1.65,M,55,0,0,7,0,3,0,N,4,4,4
110.54,1.79,M,39,0,0,0,4,9,0,N,0,0,0
61.41,1.58,M,25,0,7,5,7,7,0,S,2,2,3
62.85,1.57,M,41,0,0,1,12,12,0,N,0,2,3
100.44,1.78,V,22,0,0,0,0,0,0,N,1,2,0
87.95,1.64,M,43,0,0,1,5,3,0,S,1,3,3
68.26,1.69,M,18,0,8,0,8,0,0,N,1,1,1
86.3,1.65,M,47,0,8,0,1,8,0,N,2,3,3
60.67,1.59,M,24,0,5,4,11,3,0,N,0,2,2
119.72,1.73,V,64,0,0,0,4,6,3,N,0,1,0
91.2,1.67,M,29,0,15,4,0,0,6,N,0,0,0
51.09,1.68,V,23,0,0,0,20,15,0,N,2,0,0
53.87,1.73,V,67,70,0,6,0,0,0,N,0,2,2
58.97,1.81,V,18,70,0,4,0,5,0,N,1,1,1
102.93,1.71,V,38,0,3,1,4,4,3,N,1,0,0
54.5,1.74,V,36,100,4,4,0,0,2,N,0,1,0
83.63,1.71,M,29,10,0,2,2,0,0,N,0,0,0
90.22,1.57,M,44,0,0,1,0,0,0,N,0,1,3
91.76,1.66,V,32,0,5,6,0,4,0,N,0,1,2
83.26,1.68,V,18,0,2,0,1,1,3,N,0,2,0
88.73,1.66,M,35,0,0,6,0,0,0,N,1,3,4
112.9,1.68,V,54,0,0,2,0,0,0,N,1,2,4
50.2,1.67,M,50,110,11,0,22,8,6,N,1,1,0
58.19,1.63,M,56,0,0,0,31,12,0,N,0,2,2
72.83,1.69,M,31,0,17,4,2,9,0,N,1,1,2
56.39,1.77,V,36,150,5,0,12,0,1,N,2,4,3
62.17,1.75,V,52,0,4,4,22,13,0,N,1,4,3
49.6,1.66,V,20,0,21,1,5,0,0,N,2,3,4
83.8,1.73,V,26,0,8,4,0,0,2,N,2,3,3
86.39,1.56,M,29,0,0,2,0,0,0,N,0,0,0
115.67,1.79,V,51,0,10,2,0,1,0,N,1,2,3
65.84,1.73,V,22,0,13,0,7,1,0,N,1,2,1
67.22,1.63,M,46,0,8,1,13,9,0,N,2,3,3
92.38,1.62,M,39,0,0,5,0,0,0,S,1,2,2
117.62,1.73,M,71,0,14,5,0,1,0,N,1,3,4
74.18,1.67,V,21,0,1,6,5,0,2,N,1,3,4
52.63,1.71,M,35,70,0,6,5,8,0,N,0,1,0
118.34,1.72,V,75,0,4,4,2,0,0,N,1,3,4
76.33,1.81,V,31,0,0,2,15,8,0,N,1,2,1
82.33,1.57,M,41,0,0,0,0,0,0,N,2,3,4
78.65,1.67,M,23,0,7,0,3,0,5,N,2,1,1
58.26,1.62,M,29,0,0,5,19,13,0,N,0,0,0
126.74,1.78,V,56,0,0,3,8,0,0,N,0,0,2
54.5,1.74,V,42,70,10,2,13,8,0,N,2,4,4
52.02,1.7,M,50,110,2,0,0,1,0,S,1,3,3
70.46,1.53,M,52,0,12,1,8,4,3,N,2,4,1
78.46,1.68,V,50,0,0,1,18,3,0,N,1,2,3
46.66,1.61,M,18,150,11,0,0,3,5,N,2,4,4
105.82,1.78,V,30,0,0,0,0,0,0,N,1,1,1
122.4,1.79,V,48,0,0,0,0,2,0,N,1,1,2
59.56,1.73,M,41,0,0,5,25,15,0,N,0,1,2
55.12,1.75,V,45,20,9,0,6,5,0,N,1,3,3
96.03,1.76,M,58,0,0,2,10,6,0,N,2,4,4
133.96,1.83,V,58,0,0,2,0,0,0,S,0,1,2
81.97,1.69,M,36,0,0,1,6,0,0,N,2,3,4
74.79,1.68,M,56,20,0,0,12,0,0,N,0,1,0
92.78,1.59,M,46,0,0,3,0,4,0,N,0,2,4
65.07,1.57,M,29,0,7,0,0,6,0,N,2,3,4
108.9,1.65,V,58,0,0,4,0,0,5,N,0,2,2
71.01,1.64,M,45,0,0,0,16,5,5,S,2,3,4
95.94,1.67,M,44,0,0,3,0,11,0,N,1,2,2
89.64,1.72,M,32,0,0,0,1,0,0,N,1,2,4
69.55,1.62,M,27,0,2,0,10,3,0,N,1,1,1
78.09,1.67,M,51,0,0,0,18,7,0,N,1,2,1
82.6,1.73,V,42,0,0,3,13,9,0,N,2,1,2
47.82,1.63,M,31,210,0,6,9,15,0,N,1,3,4
101.47,1.83,V,18,0,0,4,0,3,1,N,2,0,1
107.69,1.72,V,45,0,5,0,0,0,0,N,1,3,3
52.63,1.71,V,48,30,0,0,14,9,0,N,2,3,3
99.79,1.8,V,78,0,0,0,28,18,0,N,0,0,0
46.66,1.61,M,46,70,0,4,14,12,0,N,2,4,4
87.57,1.7,M,45,0,8,0,0,0,0,N,2,3,4
55.76,1.76,V,67,40,0,0,16,8,0,N,2,3,3
49,1.65,M,33,0,0,0,18,14,0,N,2,4,4
96.88,1.74,V,46,0,0,0,5,0,0,N,3,4,4
52.02,1.7,M,52,140,0,3,0,2,0,N,0,1,0
91.2,1.51,M,65,0,0,3,2,6,0,N,1,2,2
100.7,1.63,M,54,0,0,0,7,8,5,N,0,0,0
46.66,1.61,M,36,0,9,0,22,9,0,N,0,1,3
74.88,1.77,V,20,0,0,0,9,9,0,N,1,0,2
46.66,1.61,M,43,100,18,3,0,4,1,N,0,1,1
85.18,1.76,V,18,0,9,2,0,0,0,N,2,1,1
48.99,1.61,M,25,0,12,0,10,4,0,N,2,3,4
52.63,1.71,V,59,270,23,0,0,1,13,N,2,3,2
80.15,1.64,M,26,0,0,5,6,7,0,N,2,2,0
53.87,1.73,V,43,60,0,0,11,3,0,N,0,0,0
81.79,1.7,V,41,0,1,0,10,9,0,N,1,2,2
56.21,1.72,V,31,0,12,0,14,8,0,N,2,4,3
107.39,1.69,M,60,0,0,0,2,4,3,S,2,4,4
123.55,1.85,V,60,0,8,3,5,8,0,N,2,2,1
65.69,1.69,M,23,0,16,0,3,0,7,N,2,3,2
47.82,1.63,M,27,40,4,0,15,2,0,N,2,1,2
88.41,1.67,V,33,0,0,5,0,0,0,N,1,3,4
94.55,1.68,V,37,0,0,1,0,0,0,N,1,4,4
52.02,1.7,V,71,40,0,5,11,13,0,N,1,4,4
77.2,1.74,V,18,0,8,0,8,3,2,N,1,0,0
47.82,1.63,M,19,100,0,0,0,0,0,N,3,3,3
108.9,1.65,M,66,0,0,1,0,0,0,S,2,3,3
113.06,1.76,V,65,0,0,5,18,10,0,N,0,0,0
95.56,1.59,M,40,0,5,0,0,4,0,N,1,0,0
112.9,1.68,V,64,0,12,3,2,0,0,N,0,1,1
82.46,1.71,M,44,0,0,1,19,6,0,N,0,1,1
85.83,1.7,V,37,0,10,0,3,0,0,N,1,4,4
50.2,1.67,M,37,0,6,5,22,15,NA,N,2,4,4
115.54,1.83,V,34,0,5,0,0,0,0,N,0,1,2
53.87,1.73,V,74,180,0,0,9,0,0,S,0,1,3
102.25,1.69,V,35,0,0,0,0,0,0,N,1,0,0
87.68,1.64,M,46,0,0,2,3,3,0,N,3,4,4
79.47,1.7,M,40,0,17,0,3,0,4,N,3,4,4
112.9,1.68,M,61,0,0,4,0,0,0,N,2,4,4
83.38,1.64,M,20,0,3,0,0,0,0,N,0,0,0
50.2,1.67,M,37,90,6,0,1,0,3,N,1,2,1
45.51,1.59,M,41,150,0,0,9,0,0,N,0,1,2
77.32,1.65,M,18,0,1,3,0,7,0,N,0,1,1
50.2,1.67,M,52,0,18,0,24,12,2,N,2,2,2
115.6,1.7,M,53,0,1,0,4,0,0,N,0,0,1
109.67,1.66,V,55,0,0,2,0,0,0,S,1,2,3
79.14,1.79,V,43,0,0,4,17,9,0,N,2,3,4
102.4,1.6,M,67,0,0,2,9,10,0,N,1,2,1
71.87,1.65,M,37,0,0,3,15,6,0,N,0,2,1
57.03,1.78,V,24,110,7,1,12,10,4,N,3,4,4
115.6,1.7,V,58,0,3,2,0,7,0,N,0,0,0
104.62,1.7,V,41,0,2,0,2,7,0,N,0,0,0
94.4,1.64,M,34,0,0,0,0,0,0,N,1,1,1
109.07,1.71,M,51,0,4,3,0,0,0,N,2,3,3
58.97,1.81,V,35,0,13,0,18,12,0,N,1,3,2
59.62,1.82,V,51,40,0,2,0,2,0,N,2,2,3
90.76,1.76,V,18,0,0,5,0,0,0,N,2,1,2
92.69,1.71,V,37,0,23,3,0,0,0,N,0,1,0
73.07,1.67,M,41,0,11,0,9,4,0,N,3,3,2
75.92,1.68,M,27,0,0,1,3,0,0,N,2,4,4
60.28,1.83,V,37,60,0,4,23,10,0,N,2,3,3
80.21,1.73,M,28,0,18,1,0,0,0,N,1,2,1
55.12,1.75,V,20,110,16,0,6,0,3,S,2,3,3
109.04,1.76,M,35,0,1,4,2,0,2,N,0,1,2
52.02,1.7,V,35,90,3,4,0,0,0,N,2,1,0
85.2,1.59,M,42,0,0,0,3,4,0,N,1,3,4
54.8,1.74,V,18,0,8,3,12,5,0,N,1,3,3
54.77,1.73,M,54,0,0,0,28,14,0,N,2,4,3
80.44,1.68,M,42,0,0,0,7,15,4,N,1,3,2
49.6,1.66,M,22,0,25,0,8,9,0,N,0,0,1
55.12,1.75,V,45,100,18,2,0,8,1,N,3,4,2
52.63,1.71,M,27,100,0,1,0,0,0,S,0,3,2
101.28,1.65,M,45,0,0,0,0,0,0,N,2,3,2
53.87,1.73,V,58,80,0,0,2,7,0,N,4,4,3
66.47,1.7,M,33,0,0,5,13,6,0,N,0,2,3
46.08,1.6,M,46,50,2,0,25,7,0,N,1,3,2
106.83,1.77,V,47,0,0,2,8,0,0,N,0,2,2
123.9,1.76,M,69,0,0,0,4,4,0,N,0,0,1
100.25,1.69,M,48,0,0,0,4,0,0,N,2,4,3
98.36,1.58,M,47,0,5,0,0,2,0,N,0,0,0
63.77,1.63,M,18,0,14,0,5,0,0,S,0,1,1
94.32,1.63,M,71,0,0,0,19,14,3,N,1,0,1
81.57,1.66,M,62,0,4,0,12,13,0,N,2,3,4
94.26,1.67,M,32,0,0,1,0,7,6,N,0,0,1
85.9,1.67,M,34,0,7,0,0,3,0,N,1,2,2
52.18,1.64,M,46,0,0,3,32,12,0,N,0,1,1
95.08,1.7,V,30,0,0,6,0,1,0,N,2,3,0
116.96,1.71,V,64,0,0,2,0,0,0,N,1,4,4
64.66,1.58,M,31,0,0,7,5,18,0,N,0,1,3
103.39,1.69,V,58,0,7,2,3,4,0,N,1,2,2
97.2,1.8,V,32,0,2,2,0,1,0,N,2,4,4
53.25,1.72,V,27,0,3,1,22,12,0,N,0,2,2
80.74,1.79,V,18,0,17,1,0,2,0,N,1,1,2
125.32,1.77,V,53,0,3,0,0,2,4,N,0,1,2
66.74,1.73,V,26,0,7,2,12,4,2,N,1,2,1
47.24,1.62,M,53,90,0,3,0,0,0,N,3,4,3
108.08,1.65,M,69,0,0,4,4,0,0,N,1,4,4
102.4,1.6,M,59,0,12,2,0,0,0,N,2,1,1
101,1.65,M,38,0,0,5,4,0,0,N,0,0,0
84.83,1.69,V,39,0,6,0,4,0,0,N,3,4,4
107.02,1.79,V,46,0,2,0,4,2,16,N,1,4,4
85.75,1.75,V,53,20,0,2,0,0,1,N,2,2,1
110.05,1.72,V,54,0,7,0,7,4,4,N,2,2,0
106.28,1.63,M,46,0,0,3,0,0,1,N,0,0,0
62.61,1.57,M,53,20,7,0,0,0,0,N,2,3,4
84.31,1.72,M,36,0,4,1,0,5,0,S,2,3,4
94.74,1.65,M,57,0,6,3,10,2,0,N,2,2,0
94.5,1.7,V,47,10,0,0,3,4,0,N,0,1,0
76.85,1.59,M,36,0,9,1,0,0,0,N,0,3,3
102.07,1.67,V,39,0,0,5,0,0,0,N,1,2,2
66.69,1.66,M,50,0,0,1,16,12,0,N,3,4,4
53.87,1.73,V,21,20,0,2,16,7,0,N,2,4,4
47.82,1.63,M,59,130,0,2,0,4,3,N,2,3,4
108.9,1.65,M,59,0,0,0,1,0,0,N,1,2,1
111.56,1.67,V,67,0,0,4,0,1,0,N,1,2,2
52.02,1.7,V,45,200,0,0,0,0,0,N,1,3,4
106.28,1.63,M,66,0,0,5,0,5,0,N,2,4,4
95.61,1.58,M,49,0,1,4,0,0,0,N,2,3,1
59.16,1.59,M,49,0,0,0,28,16,1,N,0,0,0
68.84,1.73,V,32,0,0,0,9,9,0,N,3,4,4
45.51,1.59,M,18,70,0,4,9,0,0,N,1,2,2
63.75,1.71,V,18,0,0,4,7,1,0,N,3,4,4
116.6,1.82,V,65,0,7,5,10,0,0,N,2,3,4
47.24,1.62,M,36,160,0,4,30,18,0,N,1,3,4
118.34,1.72,V,68,0,3,6,5,0,0,N,2,3,2
105.91,1.65,M,48,0,2,5,0,0,0,N,1,2,2
93.88,1.79,V,42,0,0,0,10,0,2,N,3,4,3
54.5,1.74,M,18,100,12,0,19,7,0,N,1,2,1
51.41,1.69,M,30,0,2,1,17,7,0,N,3,4,3
112.42,1.72,V,56,0,4,4,2,0,0,N,2,4,4
95.55,1.77,V,30,0,0,0,0,3,0,N,0,2,2
72.05,1.59,M,29,0,16,0,0,5,0,N,0,2,1
112.29,1.82,V,41,0,0,0,0,0,0,N,2,3,4
58.49,1.75,V,36,10,0,0,14,0,0,N,2,4,3
96.12,1.79,V,44,0,2,3,11,5,0,N,0,2,1
107.77,1.77,V,46,0,0,0,1,11,0,N,1,3,3
53.87,1.73,V,42,150,3,3,0,2,0,N,3,4,3
79.87,1.6,M,48,0,16,7,0,6,0,N,3,4,4
52.02,1.7,M,18,30,5,2,0,0,1,N,2,2,3
61.05,1.64,M,30,0,0,7,11,8,0,N,2,4,3
116.86,1.72,V,62,0,0,4,9,6,0,N,0,1,1
52.63,1.71,V,40,40,0,0,0,2,0,N,2,2,3
48.41,1.64,V,26,0,11,0,17,2,0,N,1,4,4
53.87,1.73,V,45,50,0,0,0,0,0,N,0,2,2
46.66,1.61,M,27,0,2,1,16,9,0,N,2,4,4
80.9,1.6,M,56,0,0,2,14,5,0,N,0,2,2
125.32,1.77,V,82,0,0,0,1,0,0,N,3,4,3
101.76,1.63,M,43,0,4,0,1,2,NA,N,0,0,0
58.72,1.63,M,45,20,7,8,0,7,0,N,2,3,3
52.08,1.63,M,19,0,19,0,6,7,1,N,0,2,1
82.02,1.79,V,26,0,15,8,7,0,0,N,1,0,0
55.11,1.66,V,41,30,0,6,0,0,0,N,1,2,1
111.7,1.71,V,57,0,0,0,0,1,0,N,3,4,4
55.76,1.76,V,34,160,13,4,8,17,0,N,1,3,3
87.68,1.69,M,40,0,0,3,0,14,0,N,2,4,3
56.39,1.77,V,47,80,0,0,11,10,2,N,2,4,4
132.72,1.84,V,58,0,0,0,2,3,4,N,2,3,4
79.32,1.74,V,41,0,0,2,9,10,0,N,2,3,3
102.88,1.7,V,53,10,9,1,1,0,0,N,0,0,0
88.31,1.71,M,55,0,7,2,12,3,0,N,1,3,2
96.32,1.78,V,26,0,0,3,6,0,0,N,1,1,0
89.27,1.63,M,58,10,9,1,5,7,0,N,0,0,0
82.24,1.72,V,43,0,5,2,16,1,0,N,1,2,3
92.87,1.58,M,55,0,9,4,2,0,0,N,2,3,4
128.34,1.85,V,38,0,4,3,0,1,0,N,1,1,1
50.8,1.68,M,38,110,0,0,17,6,0,N,0,3,3
84.97,1.7,M,18,0,4,2,0,0,0,N,2,1,3
119.36,1.77,V,53,0,0,0,10,5,0,N,0,0,0
50.8,1.68,V,20,0,12,0,9,7,3,N,2,4,3
104,1.65,M,79,0,22,0,0,5,0,N,1,3,4
87.59,1.75,M,58,0,10,4,11,9,0,N,2,3,3
54.5,1.74,V,32,50,0,0,4,8,0,N,2,4,3
93.24,1.76,V,71,20,2,0,6,7,0,N,2,2,0
71.3,1.72,V,23,0,13,0,5,9,0,N,1,1,0
71.35,1.71,M,27,0,0,0,13,0,0,N,2,3,2
112.9,1.68,M,48,0,2,7,0,0,0,N,1,0,2
89.19,1.68,V,37,0,9,8,0,9,0,N,1,1,1
50.8,1.68,V,23,40,0,0,0,0,0,N,2,4,4
66.56,1.72,V,43,0,4,0,20,6,0,N,1,2,1
108.64,1.73,V,61,0,8,1,8,4,0,N,0,1,1
73.33,1.63,M,20,0,1,2,0,6,0,N,1,2,2
78.84,1.82,V,39,0,3,3,20,12,0,N,0,0,0
103.11,1.69,M,48,0,4,0,7,8,0,N,1,0,0
49.6,1.66,M,46,190,1,4,0,0,0,N,1,2,1
101.12,1.59,M,72,0,0,1,6,3,4,N,1,1,2
91.71,1.72,V,32,0,5,4,0,0,0,N,0,4,2
99.39,1.69,V,52,0,0,0,11,4,3,N,1,2,2
60.2,1.78,V,18,0,6,0,9,13,0,N,0,2,1
89.4,1.69,M,51,10,0,3,6,16,1,N,0,0,0
50.8,1.68,M,60,30,10,0,3,2,0,N,1,3,4
112.9,1.68,M,59,0,3,0,0,0,0,N,0,2,0
94.74,1.65,M,44,0,2,0,6,2,0,N,2,2,1
51.41,1.69,V,42,80,0,2,11,5,0,N,0,0,0
126.74,1.78,V,55,0,3,6,0,2,0,N,1,2,1
80.86,1.65,M,23,0,0,3,6,4,2,N,1,1,1
79.4,1.69,V,29,0,3,1,9,6,0,N,0,0,1
97.79,1.74,V,59,0,4,0,11,4,0,N,3,4,4
106.28,1.63,M,63,0,0,3,0,12,0,N,2,2,3
54.5,1.74,V,34,80,0,6,0,0,0,N,1,2,3
49.6,1.66,M,34,30,0,0,0,4,8,N,2,2,2
119.74,1.75,V,59,0,0,1,0,3,0,N,2,4,4
90.38,1.66,M,32,0,0,0,0,0,0,N,1,3,2
120.97,1.75,V,73,0,0,1,7,5,0,N,1,3,3
46.66,1.61,M,32,50,0,0,3,6,0,N,1,2,1
79.34,1.64,M,42,0,0,0,13,12,0,S,0,0,0
85.44,1.75,V,41,0,9,3,8,1,0,N,1,3,1
114.19,1.72,M,38,0,0,0,0,6,0,N,1,0,0
65.31,1.7,M,36,0,0,0,15,12,0,N,0,2,1
91.79,1.77,V,42,0,0,4,16,3,0,N,0,0,0
45.51,1.59,M,18,160,5,2,24,11,3,N,0,2,1
106.28,1.63,M,70,0,1,0,0,9,0,N,1,3,3
79.54,1.71,M,19,0,14,1,0,1,3,N,0,0,0
109.88,1.67,M,51,0,0,0,2,0,0,N,1,2,3
81.58,1.71,V,37,0,0,0,16,5,2,N,0,0,0
65.58,1.61,M,19,0,3,1,0,0,0,N,1,4,3
90.39,1.73,V,18,0,0,2,0,0,0,N,2,1,2
53.25,1.72,V,33,150,15,2,34,16,NA,N,2,4,3
83.33,1.78,V,49,0,0,0,17,8,0,N,2,4,3
111.56,1.67,M,49,0,2,2,0,8,0,N,0,0,0
77.49,1.71,V,27,0,9,3,0,6,0,N,2,3,2
110.26,1.78,V,41,0,0,3,0,4,3,N,0,2,2
47.82,1.63,M,66,60,1,5,2,0,0,N,1,4,4
50.2,1.67,M,64,130,0,3,5,4,0,N,2,2,2
86.11,1.76,V,25,0,10,0,0,4,0,N,0,2,2
63.88,1.81,V,25,0,0,2,9,12,2,N,3,4,4
86.61,1.62,M,43,0,11,0,0,1,1,N,1,3,3
96.53,1.7,M,48,0,7,0,0,8,0,N,1,1,4
76.12,1.64,M,33,0,7,3,7,9,0,N,1,1,0
109.51,1.8,V,50,0,0,0,6,0,0,N,2,4,4
60.28,1.83,V,18,0,0,0,20,22,0,N,1,1,3
56.42,1.62,M,22,10,3,1,5,0,0,N,2,2,2
94.83,1.68,V,39,0,6,4,0,0,0,N,1,3,2
52.5,1.68,V,44,0,11,1,22,11,0,N,3,3,2
90.17,1.7,V,39,0,5,7,0,0,0,N,2,4,4
50.8,1.68,M,18,150,1,2,15,9,0,N,1,1,1
87.86,1.72,V,30,0,0,4,2,11,0,N,0,2,1
75.74,1.72,V,41,10,10,3,5,2,0,N,2,2,1
56.39,1.77,V,41,30,0,5,0,10,0,N,1,4,4
67.34,1.7,V,32,0,10,0,7,9,0,N,1,2,2
81.65,1.61,M,40,0,3,7,0,9,0,N,0,3,3
119.13,1.78,V,30,0,0,0,0,0,8,N,0,0,0
68.33,1.67,V,24,0,0,1,8,3,0,N,1,2,2
53.87,1.73,V,41,0,7,0,21,6,0,N,1,4,4
125.06,1.8,V,51,0,1,0,1,3,3,N,2,2,1
60.28,1.83,V,39,60,21,3,0,1,0,N,0,3,4
89.01,1.63,M,34,0,3,7,0,0,0,N,1,2,2
57.03,1.78,V,21,0,0,0,19,10,0,N,0,0,0
43.73,1.55,M,23,10,5,5,0,8,0,N,2,4,4
85.29,1.62,M,33,0,4,2,0,0,3,N,0,2,2
88.11,1.79,V,46,20,0,6,0,2,0,N,2,0,1
76.05,1.66,M,57,0,0,4,18,9,0,N,2,3,2
57.03,1.78,V,24,150,0,0,0,5,0,N,1,3,3
55.76,1.76,V,33,100,4,0,14,5,0,N,1,3,4
78.95,1.71,M,29,0,9,0,1,0,0,N,2,3,4
49.42,1.63,M,33,10,0,1,3,11,0,N,2,4,4
62.25,1.73,M,24,0,2,1,11,4,0,N,2,4,3
49.6,1.66,V,57,70,2,0,1,0,0,N,4,3,3
47.82,1.63,M,30,0,6,0,17,5,0,N,1,4,4
91.88,1.78,V,21,0,0,4,0,0,0,N,2,2,3
49.6,1.66,M,29,50,1,6,0,2,0,N,0,0,1
78.14,1.57,M,52,0,0,0,16,6,0,N,1,1,1
131.04,1.81,V,55,0,0,0,0,1,0,N,0,1,2
81.62,1.62,M,34,0,4,7,0,5,1,N,2,4,2
101.51,1.77,V,22,0,0,1,0,0,0,N,0,0,0
105.91,1.72,V,43,0,18,1,0,0,1,N,0,1,0
76.52,1.63,M,47,0,3,1,12,9,0,N,2,2,2
49,1.65,V,42,10,0,0,30,10,0,N,0,1,1
46.08,1.6,M,40,50,1,3,0,0,0,N,0,2,2
79.36,1.66,M,36,0,8,3,3,9,0,N,0,2,2
90.3,1.78,V,31,0,6,0,0,9,0,N,0,1,2
91.57,1.78,V,37,0,7,0,10,0,0,N,1,2,2
93.24,1.79,V,24,0,0,1,0,0,0,N,1,2,2
56.32,1.6,M,30,0,16,1,11,7,0,N,0,2,2
50.2,1.67,M,31,60,0,3,11,1,0,N,0,0,2
51.41,1.69,M,37,260,0,0,6,7,0,N,2,3,4
78.85,1.6,M,33,0,0,6,1,0,0,N,1,3,4
82.46,1.71,M,50,0,0,0,8,10,0,N,2,4,4
114.61,1.76,V,44,0,9,2,0,0,NA,S,0,1,2
51.41,1.69,V,29,80,0,1,16,3,0,N,1,3,4
66.89,1.68,M,29,0,0,0,21,1,0,N,0,0,1
86.99,1.7,M,42,0,0,0,16,3,0,S,0,3,2
77.81,1.72,M,39,0,0,3,9,9,0,N,3,4,4
106.83,1.77,V,47,0,0,0,0,4,0,N,3,3,4
98.83,1.71,V,52,0,0,1,7,2,0,N,1,3,4
47.82,1.63,M,40,100,0,1,3,3,0,N,2,2,2
99.01,1.67,M,43,0,0,0,0,5,4,N,2,2,2
75.41,1.78,V,34,0,0,5,14,5,0,N,2,3,3
102.48,1.83,V,35,0,4,0,0,0,0,N,2,3,3
103.09,1.63,M,63,0,0,1,8,10,0,N,0,0,0
77.05,1.63,M,27,0,5,0,2,0,0,N,1,2,2
97.69,1.75,V,36,0,5,5,0,0,0,N,1,2,3
53.25,1.72,M,30,70,0,1,17,5,0,N,0,2,2
119.72,1.73,M,61,0,8,0,0,0,0,N,1,1,1
58.32,1.8,V,38,280,0,0,0,0,6,N,1,2,3
99,1.77,M,22,0,11,7,0,0,0,N,1,1,0
87.68,1.69,V,33,0,4,0,6,5,0,N,0,1,0
108.9,1.65,V,73,0,0,0,4,2,0,N,1,1,0
49.6,1.66,M,21,100,0,0,0,0,0,N,0,0,0
102.29,1.63,M,43,0,5,2,2,0,0,N,0,0,0
128.16,1.79,V,57,0,0,0,0,1,0,N,0,1,0
116.07,1.75,M,58,0,2,1,0,0,0,N,3,4,4
52.02,1.7,M,62,140,8,1,14,12,6,N,0,2,4
73.03,1.73,V,26,0,10,1,0,0,0,N,1,4,4
88.72,1.7,V,42,0,0,2,4,9,0,N,1,2,3
46.08,1.6,M,40,60,0,0,3,0,0,N,1,1,0
52.02,1.7,V,43,40,5,0,28,20,0,N,1,2,1
51.41,1.69,M,26,150,0,0,10,4,0,N,1,1,0
52.02,1.7,V,43,150,0,0,10,9,0,N,0,1,2
80.34,1.7,M,46,0,15,0,9,10,0,N,0,1,1
51.41,1.69,M,27,90,5,0,21,8,0,N,2,3,3
77.85,1.63,M,37,0,6,0,2,1,2,N,2,4,4
125.06,1.8,V,47,0,6,5,0,0,3,N,0,2,2
121.5,1.8,V,54,0,0,7,0,2,0,N,2,4,4
84.28,1.77,V,24,0,7,1,0,0,0,N,2,4,1
112.78,1.79,V,48,0,1,0,0,5,0,N,2,3,4
111.56,1.67,M,59,0,2,0,0,0,0,N,2,3,3
62,1.66,V,34,0,0,0,19,14,0,N,0,1,1
100.36,1.76,V,61,0,0,0,10,6,0,N,2,4,4
83.23,1.7,V,52,0,11,0,14,3,0,N,1,2,2
88.28,1.76,M,27,0,1,0,0,0,6,N,2,4,4
112.82,1.69,M,51,0,4,0,0,2,0,N,0,2,2
50.8,1.68,M,54,90,0,1,14,9,0,N,2,3,4
45.51,1.59,M,37,120,8,1,0,7,0,S,0,1,1
78.03,1.7,V,37,0,0,1,17,7,0,N,1,0,1
67.69,1.69,V,18,0,24,0,0,0,2,N,1,1,1
49.6,1.66,M,53,70,17,2,0,0,0,N,2,3,4
92.78,1.73,M,36,0,0,0,0,0,0,N,4,4,4
53.25,1.72,V,54,110,16,0,1,2,4,N,3,4,4
50.2,1.67,M,49,100,0,0,0,4,0,N,1,2,3
67.68,1.75,V,18,10,0,3,0,5,0,N,0,1,0
57.54,1.61,M,32,0,7,2,16,4,0,N,2,1,2
70.74,1.64,M,18,0,0,1,3,0,0,N,1,2,3
